id	disease_name_cn	disease_name_entry_cn
12211	卵巢-足-脊柱综合征	
5442	颞下颌关节复发性脱位	
77	阿洪病	箍指病|指(趾)断症|指断症|趾断症|自发性断趾病|自发性指(趾)脱离症|自发性指(趾)脱落|自发性指脱离症|自发性指脱落|自发性趾脱离症|自发性趾脱落|Ainhum病|断趾病|自发性断指（趾)症|自发性指（趾)脱落症
6519	Jaffe综合征	色素性绒毛小结节性滑膜炎|腱鞘黄色肉芽肿综合征|腱鞘巨细胞瘤|良性滑膜多形核细胞瘤
800	马蹄足畸形	
11094	颈部软组织疾病	
8614	桡骨茎突骨折	摇手柄骨折
3326	坏死性筋膜炎	化脓性筋膜炎|急性感染性坏疽|溶血性链球菌坏疽|医院内坏疽|皮下组织浅深静脉的进行性坏疽|“食肉细菌”感染
4372	髋关节结核	髋关节结核病
7506	颌面部外伤	耳鼻喉/咽及颌面疾病
10718	开放性手外伤	
6555	骨性狮面综合征	Pyle综合征|Bakwin-Krida综合征|Virchow病|颅骺成骨不全|颅干骺端发育不全症|干骺端发育不良|家族性干骺端发育不全|对称性长骨扩展|颅骨骺发育异常症|对称性长骨扩展症|家族性干骺端发育异常|家族性干骺发育不良症|家族性长骨干骺发育障碍综合征|颅骨干骨骺发育障碍综合征|颅骨骺发育异常
5970	婴儿型脊髓性肌萎缩症	脊髓性肌萎缩症I型|急性型脊髓性肌萎缩症|恶性脊髓性肌萎缩症|婴儿脊髄一肌萎缩综合征|Werdnig - Hoffmann 综合征|Hoffmann 综合征|Hoffmann Ⅰ 型 综合征|Werdnig—Hoffmann 麻痹 （ 型 ）|婴儿型肌萎缩|儿童遗传性进行性脊髓性肌萎缩|良性先天性肌张力减退|先天性肌无张力|Hoffmami婴儿型神经原性肌萎缩|Werdnig-Hoffmann 病|家族性脊肌萎缩综合征|进行性脊髓性肌萎|慢性脊髓灰质炎|韦德尼希一堆夫曼综合征|婴儿脊髓性进行性肌萎缩|婴儿型脊肌萎缩综合征|婴儿型进行性脊肌萎缩综合征|婴儿早期进行性脊髓性肌萎缩
9012	退变性骶髂关节炎	
1037	拇外翻	大脚骨|拇趾外翻
7482	腘动脉瘤	
3083	先天性肢畸形	
12489	耳聋-指（趾）甲发育不全-骨发育不全-智力发育迟缓综合征	DOOR综合征
2408	腱损伤	
1823	骨硬化	
2301	脊髓压迫症	脊髓压迫
10711	脊椎结核并发截瘫	并发截瘫的脊柱结核
12480	多发骨性联合综合征	Herrmann耳聋|多发骨性联合综合征|面部-听觉-指（趾)关节融合综合征
7451	股神经干性痛	
7727	肩胛上神经卡压症	
31	尖头并指畸形	尖头并趾畸形|Apert综合征|并指型尖头综合征|Apert-Crouzon病|Chotzen综合征|Waardenberg综合征|Pfeiffer综合征|尖头并指综合征|并指(趾)尖头综合征|头并指（趾）畸形|尖头、并指（趾)综合征Ⅰ型|尖头合并并指（趾)畸形综合征
1671	强直性肌营养不良	肌强直肌营养不良症|萎缩性肌强直|标准型萎缩性肌强直|Curschmann-Steinert病|强制性肌营养不良症|强直性肌营养不良症|斯坦内特综合征|Curschmann-Batten-Steinert综合征|Steinert-Batten营养不良|Steinert综合征|Thomsen(J)综合征|肌强直性营养不良|肌强直综合征|强直性营养不良综合征|先天性肌强直症|营养不良性肌强直|营养障碍性肌强直综合征
533	挫伤	
9473	小儿关节弯曲综合征	小儿Guerin-Stern综合征|小儿出生后固定关节挛缩综合征|小儿关节肌肉发育不良综合征|小儿关节弯曲综合症|小儿先天性多发关节挛缩|小儿先天性多发性关节僵硬综合征|小儿先天性多发性关节弯曲|小儿先天性多数关节弯曲|小儿先天性肌营养不良
11422	胸椎结核椎旁脓肿穿入胸腔	
4030	气管软化	
1644	肌肉骨骼畸形	
7704	甲状腺功能亢进性骨矿疾病	甲亢性骨矿疾病|甲状腺功能亢进性骨矿盐疾病
7423	肱骨大结节骨折	
6666	腓总神经损伤	
4284	骨后倾	
10890	耻骨结核	
3256	脊髓半切综合征	布朗-塞加尔综合征|布朗塞卡尔综合征|布朗-塞卡综合征|脊髓半侧损害综合征|Brown-Sequard综合征|脊髓半侧损伤综合征|脊髓半切伤综合征
11505	趾间神经痛	
7458	骨关节烧伤	烧伤/特殊部位烧伤
4023	颈后交感神经综合征	车祸头|后部（深部)颈交感神经综合征|后颈交感性综合征|交感型颈椎病|颈部受伤综合征|颈后捩伤综合征|颈-脊柱综合征|颈性偏头痛|颈性眩晕|外伤性颈性头晕
5468	前臂双骨折	尺桡骨干骨折|尺桡骨骨干骨折|尺桡骨骨干双骨折
4213	致密性骨发育不全症	致密性骨发育障碍|致密性成骨不全症|致密性骨发育不全综合征|Maroteaux和Lamy致密性骨发育不全|Toulouse-Lautree病|骨肥厚性发育不全综合征|普通性致密性骨病|致密性骨发育障碍综合征|致密性成骨不全综合征
7806	颈肋畸形	
5453	头皮血肿	
4212	巨头畸形	
7779	进行性骨干发育不良	Camuratic-Engelmann病|对称性硬化性厚骨症|进生性骨干发育不全|进行性骨干发育异常|进行性骨干-骨骺发育不良症|卡-恩二氏病|增殖性骨膜炎|对称性硬化性厚骨症病|颅骨干骨发育障碍综合征|四肢骨干梭形膨大|婴儿多发性骨质增生硬化性骨病|婴儿多发性硬化性肥厚性骨病|骨干硬化症|骨干发育异常综合征|骨干发育异常|骨干发育不全|对称性硬心性厚骨症|Engelmann综合征|Engelmann病|Camurati进行性骨发育不全症|Camurati-Engelmann病|Camurati-Engelmann-Ribbing病
10100	血色病性骨关节病	
7453	股四头肌肌腱断裂	
10796	先天性肩关节脱位	
3777	Laron综合征	
10795	先天性脊柱侧凸	
5438	颞下颌关节强直	
1808	骨软骨炎	
12462	小联盟肘	
6556	骨质疏松-软骨病综合征	Milkman综合征|假性骨折|Looser带综合征|Looser-Milkman综合征|Milkman-Losser综合征|Looser-Pe-bray-Milkman综合征|Looser-Debray-Milkman综合征|Looser线|Milkman-Looser综合征|Milkman裂西
971	巨人症	垂体性巨人症|垂体性巨人发育|Neurath-Cushing 综合征
6382	Gopalan综合征	灼热足综合征|电足综合征|痛足综合征|电闪足综合征|电击足综合征|闪电足综合征|疼痛足
3004	线粒体肌病	线粒体性肌病|Luftz 综合征|代谢亢进性线粒体综合征|勒夫特综合征|线粒体脑肌症
10655	Haglund综合征	
2859	牙槽骨质丢失	
8900	手部伸肌腱损伤	
9777	小儿维生素D缺乏性佝偻病	小儿佝偻病|小儿缺钙|小儿维生素D缺乏症|小儿营养性维生素D缺乏性佝偻病
7548	踝关节脱位	踝骨脱|脚踝骱出|脚盘出臼
11282	烧伤后肌肉萎缩	
10693	骨外软骨肉瘤	
10798	先天性肘关节融合	
1034	Hallermann综合征	
8048	老年人颈性眩晕	老年颈性眩晕
10481	跖骨头骨软骨病	Kohler-Freiberg病|Freiberg栓死|第2跖骨软骨炎|第2跖骨头栓死|第2跖骨无菌性坏死|第二Kohler病|第二次骨化中心的缺血坏死|跖骨头骨骺缺血坏死症|跖骨头骨软骨炎|跖骨头缺血性坏死
1727	周围神经卡压综合征	
5478	跟骨骨折	
1665	肌筋膜疼痛综合征	
1592	小颌畸形	
10532	椎体爆裂骨折	垂直压缩性骨折|椎体破裂性骨折
11644	宽拇指-巨趾综合征	阔拇指巨趾综合征|Rubinsten-Taybi 综合征|Rubinstein综合征|Rubinslein-Tabyi综合征|Rubinslein综合征|短指（趾)、特意面容和智力低下综合征|宽拇指、拇趾和智力低下综合征|宽拇指和拇趾综合征|宽拇指综合征|阔拇指、趾综合征|阔指综合征|拇指粗大和大脚趾综合征|指（趾)、面和智力低下综合征
7649	脊髓后动脉缺血症候群	脊髓后动脉综合征
7029	创伤性关节炎	创伤后关节炎|损伤性骨关节炎|外伤性关节炎
3619	内源性睡眠障碍	
5474	髌骨骨折	膝盖损断
2377	骨结合	
7137	短腰畸形	
1806	继发肥大性骨关节病	
7620	急性减压性骨坏死	
5276	肩袖损伤	回旋肌套损伤
4029	气管支气管软化症	
12453	胫骨前肌综合征	小腿前室综合征|小腿前间室综合征|胫前综合征|胫前间隙综合征|胫前间室综合征|胫骨前肌症候群|创伤性胫骨前方肌肉坏死
5964	相对非进展性先天性多发性肌病	
12494	泛发性骨皮质肥厚症	Buchem综合征|VanBuchem综合征|泛发性骨皮质肥厚症|泛发性骨质增生|骨内膜增生隐性型|骨皮质增厚综合征|家族性普遍性骨皮质增生|慢性磷酸酯酶过多|内骨膜肥厚常染色体隐性遗传型|全身性骨皮质肥厚综合征
10430	运动员胸背与腰背痛	
7107	第Ⅱ、Ⅲ型脊髓血管畸形	
563	挤压综合征	挤压性肾衰综合征|外伤性无尿综合征|外伤性肌红征|白尿急性肾衰综合征|Bywaters综合征|损伤后急性肾小管变性肾病|缺血性肌坏死综合|外伤性肌红蛋白尿急性肾衰竭综合征|缺血性肌坏死综合征|创伤性横纹肌溶解症|挤压性综合征|外伤性肌红蛋白尿急性肾功能衰竭综合征|下肾单位肾病
7220	非淋球菌性细菌性关节炎	
5270	半月板损伤	半月板撕裂|膝关节半月板损伤
10243	移行脊椎	过渡脊椎|移行椎
4167	髋关节撞击综合征	
11375	下背部痛	
6143	铝骨病	铝相关性骨病
10079	胸椎椎管狭窄症	胸椎管狭窄症
9217	先天性副舟骨	先天性足副舟骨
11379	先天性多指、趾畸形	
10977	干骺纤维性缺损	
7545	踝部急性韧带损伤	
1821	骨质疏松症	骨质疏松
205	神经源性关节病	神经病性关节病|神经性关节病|神经关节病|charcot关节病|沙尔科关节|神经原性关节病|Charcot关节|神经病源性关节病|Charcot脊柱症|脊髓痨性关节畸形|脊髓性关节病|神经病理性关节炎|神经痛性关节病|神经营养性骨关节病|神经营养性关节病|夏科关节
939	漏斗胸	漏斗状胸
11504	跖骨趾骨骨折	
2387	脊髓空洞症	
2309	脊柱骨赘病	
7035	创伤性休克	外伤性休克
7007	尺骨干骨折	夜盗骨折
11280	烧伤后关节僵硬	
8019	老年人骨质疏松	老年骨质疏松症|老年人骨质疏松症
10470	脂肪栓塞综合征	脂肪栓塞综合症|脂肪栓子综合征|Purstcher综合征|创伤性视网膜病变综合征|创伤性脂；溢综合征|远距创伤性视网膜血管病
7038	创伤窒息综合征	创伤窒息综合症|外伤性窒息综合征|创伤性窒息综合征|瘀斑状面罩
1804	原发肥大性骨关节病	
472	骨骺点状发育不良	点状软骨发育异常|Conradi 病|康拉迪病|先天性钙化性软骨发育不良|点状骨骺发育不良|亨纳曼氏综合征|亨纳曼综合征|先天性点状软骨发育不良|Conradi病
12466	舟头综合征	
1914	关节周围炎	
9468	小儿骨软骨瘤	小儿错构瘤|小儿骨软骨性外生骨疣|小儿骨疣|小儿外生骨疣
11637	肩手综合征	
10525	椎动脉型颈椎病	上行性颈椎病
7450	股骨转子下骨折	
6282	代谢性酸中毒	
6662	桡神经损伤	
4286	髋内翻	
9206	先天性尺骨缺如	尺骨棒状手|先天性尺骨缺失
5479	跖骨骨折	
6548	骨病性腰坐骨神经痛综合征	神经痛性骨病综合征|Canera综合征|神经痛性骨关节病|神经性骨病综合征
5632	腓总神经麻痹	
11514	周围性软骨肉瘤	
3539	面肩肱型肌营养不良	Landousy-Dejerine型肌营养不良症
12222	妊娠期腰痛	
1521	下颌疾病	
915	足畸形	
2168	类风湿小结	
5290	腰椎滑脱	
2303	脊髓损伤	
9940	小儿转移性骨肿瘤	小儿骨转移瘤|小儿转移性骨瘤
1211	额骨内板增生病	
5244	腰椎管狭窄症	退行性腰椎主椎管狭窄症|骨性椎管狭窄|发育性椎管狭窄症|腰椎管狭窄综合征|腰椎椎管狭窄症
6103	脑挫裂伤	
7421	肱动脉损伤	
1019	痛风	痛风病|关节石病|尿酸盐贮积病|足痛风
5072	颞下颌关节炎性疾病	
7037	创伤性窒息	外伤性窒息
1040	手畸形	
3933	女运动员三联征	
3086	后纵韧带骨化	
7426	肱骨内上髁骨折	肱骨内上髁骨骺撕脱骨折
11382	先天性高肩胛症	先天性肩部抬高综合征|先天性肩胛骨下降不全|Sprengel综合征|肩胛骨高位畸形|未降肩胛骨|先天性高位肩胛骨|高肩胛症|肩胛骨高位症|肩胛骨未降畸形|未下降的肩胛骨|先天性高危肩胛骨|先天性肩胛骨高位症|先天性肩胛骨升高
7170	恶性软骨样汗管瘤	皮肤恶性混合瘤|侵袭性软骨样汗管瘤|转移性软骨汗管瘤
1817	化脓性骨髓炎	
1224	器官间距过远	
2687	胸肋锁骨骨肥厚	胸肋锁骨肥厚综合征|胸肋锁骨肥厚症|胸肋锁骨间骨化|胸锁关节骨肥厚
3043	髂动脉瘤	
11419	胸腰椎压缩性骨折	
2132	肾性骨营养障碍	Engel-Recklinghausen综合征|Recklinghausen综合征|非营养性骨软化|全身性纤维性骨炎综合征|全身性纤维性囊性骨炎|肾性纤维性骨炎
7719	肩峰骨折	
5454	头皮裂伤	
5627	糖尿病性脊髓病	糖尿病所致脊髓病
5466	桡骨远端关节面骨折伴腕关节脱位	Barton骨折|巴顿骨折|桡骨远端背侧骨折|Letenneur骨折|巴通斯骨折|桡骨远端骨折伴脱位|桡骨远端前缘骨折伴脱位
8380	内分泌性肌病	
7011	耻骨炎	耻骨骨炎|耻骨硬化|耻骨骨软骨炎|耻骨联合关节炎|耻骨骨膜炎|骨盆神经痛|女性非化脓性耻骨骨炎|痛性骨炎|Sudeck前骨盆带萎缩|耻骨联合骨-关节病|耻骨联合骨关节炎|非化脓性耻骨骨炎|Sudeck前骨盆带萎缩症|Van Neck综合征|耻骨骨炎软骨综合征|耻骨联合骨关节病|耻骨联合缺血性坏死|非化脓性耻骨炎|盆腔神经痛
8301	慢性颈部软组织损伤	
7848	距骨骨折脱位	
9571	小儿卡斯钦-贝克病	小儿Kaschin-Beck病|小儿大骨节病|小儿卡-贝二氏病|小儿卡辛-贝克病|小儿柳拐子病|小儿算盘指病|小儿乌洛夫病
3721	先天性上肢畸形	
7110	第一掌骨基底部骨折脱位	Bennett骨折|Bennett骨折脱位|Bennett骨折-脱位|本纳脱骨折|本奈骨折|第一腕掌关节骨折与脱位|第一掌骨基底关节内骨折|掌骨基底部骨折合并腕掌关节脱位|掌骨基底骨折脱位
10499	中央性颌骨癌	中心性颌骨癌|原发性颌骨内癌|原发性牙槽内癌
6550	骨间掌侧神经受压综合征	骨间前神经受压综合征|前臂掌侧骨间神经麻痹综合征
7102	骶骨骨折	
11642	颈心综合征	
1362	脊柱后凸	
10005	新生儿佝偻病	
9264	先天性跖骨内收畸形	
2045	凸颌	
7546	踝关节结核	
8479	皮肤骨瘤	皮肤骨化
295	骨疾病	
10063	胸长神经卡压症	
5464	肱骨髁上骨折	
8572	强直性脊柱炎性巩膜炎	强直性脊椎炎性巩膜炎
7449	股骨头骨折	
3268	右心室功能障碍	
7813	颈椎骨折伴脱位的损伤	
12476	梅毒性膝关节滑膜炎	Clutton关节|Clutton综合征|Cluuton病|Vongies关节炎|对称性膝关节滑膜炎|对称性膝关节积水|梅毒性腱鞘炎|胎传梅毒对称性浆液性滑膜炎|无痛性膝关节积水
11096	颈椎骨折脱位	
5978	慢性感觉运动性多发性神经病综合征	
2167	风湿病	
917	鸟类流行性感冒	
2317	脊柱炎	
7219	非结核性分枝杆菌关节炎	
1634	肌痛性痉挛	肌肉痛性痉挛|痛性痉挛|痛性肌痉挛
11566	点状软骨发育不良综合征	普遍性钙质沉着症|点状跟骨软骨血管病|先天性钙化性软骨发育不全症|点状骨骺软骨发育不全症|发育不全性胎儿软骨营养不良症|点状钙化性软骨血管病|点状骨骺发育不全|先天性点彩骨骺|先天性多发性骨骺发育不全|先天性钙化性软骨营养不良症|Conradi-Hünermann 综合征|钙质沉着伴罕有面貌|胎儿软骨发育不良|先天性斑点骨骺|Conradi-Hüenermann综合征|Conradi综合征|Fairbank病|Hüenermann综合征|斑点骨骺|斑点状骨骺发育异常|脆弱性骨硬化|点状骨骺|钙化沉着伴罕有面貌|钙化性和斑点状软骨血管病|骨斑点症|胎儿骨化性软骨营养障碍|先天性斑点状骨骺|先天性软骨钙化不良
11286	少年性椎体骨软骨病	
5470	髋关节后脱位	
147	关节强直	
6549	骨间背侧神经受压综合征	桡管综合征|前臂骨间背侧神经麻痹|桡管综合症|骨间后神经卡压综合征|桡神经卡压选后肌综合征|桡神经深支压迫综合征|外伤性旋后肌综合征
7468	骨血管肉瘤	恶性骨血管瘤|骨恶性血管内皮瘤|骨脉管肉瘤
401	软骨疾病	
2761	骨肥厚	
2310	椎管狭窄	椎管狭窄症
2320	脊椎滑脱	
12501	足部筋膜间室综合征	足部筋膜间隔室综合征|足部骨筋膜间室综合征
11461	眼眶击出性骨折	
4087	膝外翻	
1929	周围神经系统疾病	周围神经疾病
1558	肢骨纹状肥大	Leri-Jonanny综合征|Leri病|Leri流液状骨膜炎|Leri型脆骨质硬化|单肢型骨硬化|单肢型流液状骨质增生症|单肢型象牙状骨炎|骨溶烛样病|骨纹状肥大症|过度骨化综合征|局限性骨致密症|过早骨化综合征|蜡泪样骨病|蜡油样骨症|蜡油样骨质增生症|蜡烛骨|蜡烛骨症|蜡烛样骨硬化|蜡烛样骨质增生综合征|流波状骨质硬化症|流动性骨硬化症|腕骨综合征|先天性单肢型骨质增生性骨病|线形骨硬化|肢骨纹状肥大症|肢骨纹状骨增生症|烛泪样骨质增生症|烛泪状骨膜炎
1670	肌炎	
439	颈肋综合征	cervical rib 综合征
10514	肘关节强直与纤维性僵硬	
10072	胸锁关节脱位	
7422	肱二头肌长头腱鞘炎	
12470	正中神经掌皮支卡压综合征	
6460	Rubinstein—Taybi二氏综合征	
4208	骶髂关节炎	
4365	骨盆骨折	
9239	先天性髋内翻	发育性髋内翻|婴儿型髋内翻
11057	棘突骨折	
3163	肢端汗腺瘤	
8313	慢性腰背痛	腰痹
7676	继发性粘连性蛛网膜炎	
10986	跟骨骨刺综合征	跟骨骨刺
5206	腰肌劳损	慢性劳损性腰背痛|慢性腰背肌劳损|功能性腰痛|慢性下腰损伤|腰臀肌筋膜炎
1393	Legg-Calve-Perthes病	股骨头骨软骨病|扁平髋|股骨头骨骺骨软骨病|儿童股骨头缺血性坏死|Perther病
6659	髋臼骨折	
7721	肩峰下撞击征	第二肩关节|肩峰下关节
5457	先天性肌颈斜	
6987	成人骨坏死	
1812	骨质溶解	
11598	短助-多指综合征	短肋多指畸形综合征
2686	痛风性关节炎	尿酸性关节炎
9289	向颈段脊髓供血的根动脉缺血症候群	
679	Dupuytren挛缩	掌跖纤维瘤病|Ledderhosc病
6954	长骨骨干结核	
1818	骨坏死	
2044	早衰	Gilford垂体性幼稚型侏儒症|Hutchinson-Gilford综合征|淋巴体质性侏儒症|早衰综合征|Gil-ford综合征|Vriot-Pironneau综合征|小儿早老症|小儿Hutchinson-Gilford早老综合征|小儿郝-吉二氏综合征|小儿吉福德氏综合征|小儿吉福德综合征|小儿早老|小儿早熟衰老症
8943	松弛性跖痛症	
8623	人工关节置换术后关节感染	
9342	小儿扁脸关节脱位足异常综合征	小儿Larsen综合征|小儿扁脸关节脱位足异常综合症|小儿拉森氏综合征|小儿拉森综合征
10696	颌骨癌	
719	缺肢	
7009	尺管综合征	尺管综合症|Guyon管尺神经受压综合征|Guyon综合征|Romsay-Hunt's综合征|尺神经管综合征|头钩裂孔综合征|腕部尺神经卡压
350	滑囊炎	粘液囊炎
7648	脊髓海绵状血管瘤	脊髓海绵状血管畸形
4088	膝内翻	
11359	纹状骨瘤	Voorhoeve病|Voorhoeve软骨发育异常|Voorhoeve软骨结构不良|条纹状骨病|纹状骨病
5948	肩胛排骨肌萎缩症	
11366	膝关节创伤性滑膜炎	
7799	颈部勒伤	
1680	甲髌综合征	指甲-髌骨综合征|指甲膝盖综合征|甲髌骨综合征|遗传性甲骨萎缩病|指甲髌骨综合征|指甲-髌骨综合症|特-基二氏综合征|特纳-基泽二氏综合征|图纳氏综合征ⅱ|图纳综合征ⅱ|遗传性骨甲发育不良|遗传性骨-指趾甲营养不良症|遗传性甲-骨发育不良|遗传性甲-骨发育不良症|指趾甲-髌骨综合征|遗传性甲膝肘骨发育不全综合征|Tumer-Kister综合征|骨指甲发育不全|遗传性骨指甲发育异常|Fong's综合征|家族性爪甲骨发育障碍|遗传性髌骨-指甲发育不良症
11104	距骨骨折	
761	内分泌疾病	
7554	寰椎沟环畸形	
9366	小儿成骨不全	小儿成骨不全症|小儿脆骨病
9610	小儿慢性骨髓炎	
1354	克利佩尔-费尔综合征	颈椎先天融合畸形|Klippel-Feil综合征|短颈畸形|先天性骨性斜颈综合征|brevicollis综合征|cortical综合征|先天性颈胸椎骨性融合|先天性颈椎融合畸形|先天性颈椎融合|Ostrum-Furst综合征|短颈畸形耳聋综合征|脊椎分节缺陷|颈部三联征|颈胸椎体先天性骨融合综合征|颈-眼-耳发育不良|颈椎融合畸形|颈椎先天性异常畸形|先天性短颈|先天性颈蹼综合病症|先天性颈胸椎骨结合综合征|先天性蹼颈综合征
7808	颈神经背支卡压症	
6663	股神经损伤	
5239	颈椎间盘突出症	颈椎间盘纤维环破裂症|颈椎间盘突出
5050	骨样骨瘤	
4032	喉软骨软化症	
3968	浆细胞瘤	
2665	雅司病	热带莓疮|雅司|印度痘
3633	萎缩性肌疾病	
734	脂肪栓塞	
1820	放射性骨坏死	脆弱性骨硬化症|Buschke-Ollendorff综合征|Curth综合征|斑点状骨综合征|播撒性豆状皮肤纤维瘤病|播散型凝集性骨病|播散性扁豆状皮肤纤维痛|播散性脆骨弱性骨硬化和结缔组织痣|播散性骨硬化症|播散致密性骨病|脆弱性骨皮质硬化症|点状骨病|骨斑症|家族性弥漫骨硬化症|家族性弥漫性骨硬化症|局限性骨质增生|弥漫性致密性骨炎|内生骨瘤性骨营养不良|全身性致密性骨炎
627	糖尿病	消渴症
1324	关节疾病	
5220	运动系统慢性损伤	
3722	X连锁精神发育迟滞	
5622	股神经痛	Wassermann征
5051	颈肩综合征	颈肩病
877	股骨骨折	
10694	骨纤维异常增殖症	Albrght-Me Cune-Strnberg 综合征|Albright I 型综合征|Brow-Spot 综合征|Forbes-Albright 综合征|Fuller-Albright 综合征|jaffe II型综合征|Jaffe-Lichten Stein 综合征|Jaffe-Lichtenstein-ueblingen 综合征|Lichtenstein 综合征|Me Cune-Albright 综合征|Wright 综合征|骨内纤维异常样增殖综合征|嚢状骨纤维瘤|先天性纤维性骨炎综合征|Forbes-Albright综合征|Fuller-Albright综合征|Jaffe-Lichtenstein-Veblingen综合征|Lichtenstenin综合征|McCune-Albright二氏综合征|单股性纤维发育不良|骨纤维异常增殖症状|囊状骨纤维瘤|先天性囊性纤维骨炎综合征|纤维结构不良|纤维性骨营养不良综合征|纤维异样增殖症|纤维异样增殖综合征
2910	胸腔积脓	
280	爆震伤	
7155	多器官功能障碍综合征	70年代综合征|多器官功能障碍|多脏器功能失常综合征|多脏器衰竭|多系统器官功能衰竭|多器官功能衰竭|多系统器官衰竭
5053	腰椎间盘突出症	腰椎间盘脱出症|腰突症
5481	跟腱断裂	
8186	梨状肌症候群	
1536	上颌疾病	
2305	脊柱弯曲	
1802	骨炎	
10444	掌指骨结核	
10371	幼年型关节强硬性脊椎炎	小儿附着点炎症相关的关节炎|小儿脊柱关节病综合征|幼年强直性脊柱炎|小儿强直性脊柱炎
9506	小儿急性化脓性关节炎	婴幼儿急性化脓性关节炎
9238	先天性髋关节外展挛缩和骨盆倾斜	
10899	锤状趾、槌状趾、爪形趾	
201	感染性关节炎	
11016	褐黄病性关节炎	
5039	风湿性关节炎	
6528	跗前综合征	前侧跗管综合征|前跗管综合征|踝前腓深神经受压综合征|腓深神经卡压综合征
7108	第3腰椎横突过长畸形	
4010	Antley-Bixler综合征表型	
10445	掌指关节脱位	
7542	化脓性指头炎	
1319	部分无牙颌	
4361	运动系统畸形	
3844	骨折	
12499	跖痛综合征	足底神经受压症|跖总神经卡压症|跖神经瘤|跖骨痛|跖骨间神经瘤|Morton跖骨痛|Morton痛|Morton(T)综合征
224	运动损伤	
12492	腘动脉挤压综合征	腘动脉“陷阱”综合征
3846	压缩性骨折	
6852	伴齿状突骨折的寰枢椎前脱位	
12498	干骺端发育不良综合征	Schmid型干骺端软骨发育不良|Schmid综合征|多发性外生骨疣综合征|干骺端成骨不全综合征B-1型|干骺端发育不良综合征|干骺软骨发育异常|磷酸过少综合征|软骨毛发发育不良综合征|锁骨颅骨成骨不全综合征
9193	下颈椎不稳症	
897	单骨纤维发育不良	Jaffe-Lichtenstein综合征|JaffeⅡ型综合征|Jaffe-Licht enstein-Llehlingen综合征|骨的非成骨性纤维瘤|Jaffe-Lichtenstein-Uehlingen综合征
6760	急性化脓性关节炎	
10988	跟腱前囊炎	
4422	小儿骨科	
9127	尾骨骨折与脱位	
8615	桡骨颈骨折和桡骨头骨骺分离	
10084	旋前圆肌综合征	旋前圆肌综合症
6174	骨质硬化增生症	
8243	颅脑创伤伴发的精神障碍	颅脑损伤伴发的精神障碍|脑外伤伴发的精神障碍
3005	MELAS综合征	
7824	胫骨远端爆裂骨折	垂直压缩骨折|胫骨爆裂骨折
8785	神经根型颈椎病	
10997	骨包囊虫病	
11063	脊椎结核并发窦道	
7230	腓总神经卡压症	腓总神经撞击综合征|腓总神经压迫症|腓总神经嵌压综合征|腓总神经卡压综合征|腓管综合征
7547	踝关节软骨损伤	踝关节撞击性骨疣|足球踝
12481	外伤性跟腱炎	足跟脂肪纤维垫炎|后跟痛综合征|跟疼痛综合征|跟腱外伤性肌腱滑膜炎|跟腱滑囊炎|跟骨后慢性肿大|创伤性跟腱周围炎|Swediaur病|Schanz病|Maclean-Maxwell病|Haglund足跟痛综合征|“吱喳性”跟腱腱鞘炎或跟腱周围炎
7427	肱骨上端骨骺分离	
4363	肘关节脱位	曲瞅骱出
6790	Chance骨折	屈曲牵张性骨折
5475	膝关节韧带损伤	
1807	剥脱性骨软骨炎	分离性骨软骨炎|Henderson-Jones综合征|Konig病|伴有关节或腱鞘内软骨性异物的骨软骨瘤病|剥离性骨软骨炎|剥脱性骨缺血性坏死|解离性骨软骨病|局灶性软骨下边缘坏死|裂脱性骨软骨病
11206	颞骨和下颔骨关节异常	
10998	骨放线菌病	
905	扁平足	平足症|平足|平底足
9261	先天性远端尺桡关节半脱位	Madelung畸形|马德隆畸形|马德隆氏畸形|曲腕畸形|桡骨远端骨骺发育缺陷|先天性腕关节半脱位|Lere-Weill综合征|创伤性马德隆畸形|先天性腕关节脱位|先天性下桡尺关节半脱位
1531	马凡综合征	马凡氏综合征|马方综合征|Marfan综合征|Marfan型先天性中胚叶营养不良|蜘蛛指症|长瘦忧郁病|Achard综合征(合并下颌面骨发育不全者)|先天性晶状体脱位—蜘蛛指综合征|肢长细征|长肢征|指趾延长综合征|Marchesa综合征|蜘蛛状指征|Achard氏综合征|Marchesani综合征|马凡综合症|先天性中胚层发育不良|肢体细长症|蜘蛛指征|马方综合症|蜘蛛脚样指（趾)|蜘蛛指（趾)|Achard综合征|Marfan型先天型中胚叶营养不良|软骨过度增生|细长体型综合征|细长指|细长指趾综合征|先天性晶状体脱位-蜘蛛指综合征|先天性全身结缔组织畸形症|先天性中胚层营养不良|先天性中胚叶营养障碍综合征|长肢症|肢长细症|蜘蛛肢|蜘蛛脚样指
10051	胸、腰椎椎体单纯性、楔形压缩骨折	
2227	脊柱侧凸	脊柱侧弯
5623	进行性脂肪营养不良	Simon综合征|部分性脂肪代谢障碍|局部脂肪萎缩
919	足疾病	
5463	肱骨干骨折	
9470	小儿骨硬化病	小儿Albers-Schonberg病|小儿阿耳伯斯·尚堡病|小儿阿耳伯斯·尚堡氏病|小儿大理石骨病|小儿骨硬化症|小儿骨质石化病|小儿石骨症
